qid,query,truth_ids,retrieved_ids,mrr,recall@1,recall@3,recall@5,recall@10,recall@30,lat_embed_ms,lat_retrieve_ms,lat_total_ms
q001,What is Retrieval-Augmented Generation (RAG) and what are the main stages of its pipeline?,['rag_overview_definition_and_pipeline.md#0'],"['328f23c5-2250-5d9e-9d95-9ee95e6f5f8d', '3b28b39b-de3d-5ead-981b-359de8fc8a56', '5756c3e7-9a69-57c4-801d-b855c2335804', '84321de5-a37d-589f-a21b-18eddcb6946d', '370258f8-fbcf-5255-9588-c7fa626b593d', '79d3fc3c-0bf3-5f1f-bd73-039d573e7736', '32d5a2d7-9a54-588f-a6be-4ea9c7538314', '58ff1f09-1868-588f-89ec-85d7bc2d373f', '9965271e-ca65-5241-88e0-651c183b1015', 'ec8ad259-e4c0-5ba8-a58b-aec90f9023f3', 'f5de7f52-ae9e-578c-94ae-348786f723c2', '556d5bde-4269-502e-b940-acb3d1875f8f', '394dd1e6-8b0d-5558-a3b7-28c2d9018db5', '32564599-34be-5288-9a1e-28c96572603f', '8ae1af66-2937-599f-ad70-1bcf09720d27', 'bf1404b1-86c5-54d7-8b0c-c868dd27dc05', 'ff8445c7-126b-5fae-8163-c0ec85439ed6', 'a71a2182-90cc-5a2b-b24c-4f3a5e5703c8', '2e0c50a1-3838-57d2-a3d0-f6f4a90be80e', '768fe54b-0653-5bf1-a8f6-b05dd3ff4b46', 'c0303f75-77b4-5c7c-ac35-57d8357a5eaa', '72b68c4f-71dc-5c69-84d6-aa29e2d7d203', '52300ac3-28cb-5ee9-9336-c5424efef6d4', '3350ac3e-c805-57e1-9ee1-d6f3ae9ec028', '61ebc7fa-4de0-57f6-9d12-d81f660a45fc', 'a3e4f844-8a4f-50e4-ad17-463be1bc2f9e', 'cd8d78aa-c5f4-5f33-9d86-e4e81ebe6e7e', '10fefdd3-35f3-500a-b655-3a4c7b001a45', '307b4b36-7e0d-5e3b-b210-1d68f1c71901', '0d6c7149-dc94-51f0-aacd-d8c5c55540d3']",0.0,0.0,0.0,0.0,0.0,0.0,243.9793748781085,29.67025013640523,273.6497081350535
q002,How does RAG differ from pure generation and pure retrieval systems?,['rag_overview_definition_and_pipeline.md#0'],"['3b28b39b-de3d-5ead-981b-359de8fc8a56', '328f23c5-2250-5d9e-9d95-9ee95e6f5f8d', '7cab86d1-e8dc-52f0-90bc-f6082e5cf84c', '5c116a6c-488b-535c-a6cb-26407f200ea3', '690e99fa-a174-5227-9021-8bf4485b0644', '6f7d1366-8d6c-5998-9532-da5fe01814b6', 'b5fddc5b-b4da-5bed-841a-b2106e69b0bc', '84321de5-a37d-589f-a21b-18eddcb6946d', 'a4903b4b-4b7f-5a47-886a-354727f21e1f', '2e861e6a-7b20-529d-8ea8-5e1233f893e3', 'f880ee29-6af5-5ec5-9acf-b4e7b2cd12f6', '3a265066-56a7-56ff-a257-74b5e4d23a00', '6c7b5cb5-1b1b-5913-831e-3f88a246cb4c', 'e8fabe6a-2898-588e-8dac-1445b23d6a39', '58ff1f09-1868-588f-89ec-85d7bc2d373f', '0ddd435a-0d6a-5783-9cec-ecc39e5cca1e', '513db0fa-2e3a-5ded-b3a9-e4fe39e03b0d', 'e3230f17-239f-5722-8fbf-2aba96b4e774', '080a8817-307b-5e06-bd66-44fd5ef57a57', '8a926249-1a04-50e2-802f-d616d7c9edc1', 'efb2c33a-f375-511c-afe1-1524191ca5f3', '20fee9c9-585b-5677-b29a-3c21f6e9106e', '47306fe9-9a7f-5fb6-b1e0-4d99c922028d', '7694174e-3ba2-5fb7-a89c-f75ec8301849', '32d5a2d7-9a54-588f-a6be-4ea9c7538314', '107ebe98-3a63-5068-9581-7f9bc7ce18d2', 'd085d85e-8ff4-5c4a-b798-b1439f208a29', 'd1248a42-32d0-5cbc-9b4d-31a7c837c71a', 'a4e5d2c8-5b4f-5e8a-8664-34fc6830cd6c', '39fc6f52-f98e-533e-9b45-b81754501e58']",0.0,0.0,0.0,0.0,0.0,0.0,31.83179209008813,5.575167015194893,37.40704199299216
q003,What are common failure modes in RAG systems?,['rag_retrieval_vs_generation_failure_modes.md#0'],"['328f23c5-2250-5d9e-9d95-9ee95e6f5f8d', '58ff1f09-1868-588f-89ec-85d7bc2d373f', 'ec8ad259-e4c0-5ba8-a58b-aec90f9023f3', 'f5de7f52-ae9e-578c-94ae-348786f723c2', '556d5bde-4269-502e-b940-acb3d1875f8f', 'e3230f17-239f-5722-8fbf-2aba96b4e774', '7cab86d1-e8dc-52f0-90bc-f6082e5cf84c', '5c116a6c-488b-535c-a6cb-26407f200ea3', '513db0fa-2e3a-5ded-b3a9-e4fe39e03b0d', '3b28b39b-de3d-5ead-981b-359de8fc8a56', 'efb2c33a-f375-511c-afe1-1524191ca5f3', 'e29ff9f2-d8ec-58f0-ab27-721eac214e9e', '080a8817-307b-5e06-bd66-44fd5ef57a57', '29a61ca8-5650-5543-84fb-1fae4160e3b3', '7c2dba9b-4cde-5fbe-b5cc-fd3ded035af0', '8ac0d64e-dfd3-5bb3-89e7-773276869318', 'e8fabe6a-2898-588e-8dac-1445b23d6a39', 'f80a6c96-51f7-54c5-b395-7f1afa5bd679', '6f7d1366-8d6c-5998-9532-da5fe01814b6', 'fa745593-be93-59d9-808e-3753447507ec', '0ddd435a-0d6a-5783-9cec-ecc39e5cca1e', 'a9eeeb7c-2b90-5a60-b790-fb92777a25cf', '690e99fa-a174-5227-9021-8bf4485b0644', 'c2e9a122-6ae0-5b00-8780-1a295e3d3863', '8b26b6b5-0243-598d-8336-609d3090d3f0', '6a063c94-5c4e-548e-b12e-94706ae321b6', '39fc6f52-f98e-533e-9b45-b81754501e58', 'f880ee29-6af5-5ec5-9acf-b4e7b2cd12f6', '9c5c18da-7245-53b0-88e1-aaf7ff7bf511', 'cf247514-84af-50f8-acdb-c59bdd2d993f']",0.0,0.0,0.0,0.0,0.0,0.0,26.801500003784895,6.460791919380426,33.262375043705106
q004,Why can RAG still hallucinate and what grounding techniques help reduce hallucinations?,['rag_hallucinations_and_grounding_methods.md#0'],"['513db0fa-2e3a-5ded-b3a9-e4fe39e03b0d', 'e29ff9f2-d8ec-58f0-ab27-721eac214e9e', 'f0cbdbc8-58a5-5f74-a1a4-8cc357158a64', 'cb5aea51-d41b-56a1-b758-59ef338b8e2c', '328f23c5-2250-5d9e-9d95-9ee95e6f5f8d', 'cf4b6fc6-f0c3-50e8-ac80-8f2e089bb206', '19db079a-6114-53f0-a41c-d84db120280b', '405bb7f6-27aa-5c16-95de-d37b883cfb89', 'b3783ea5-aa35-5d2d-b406-e054015df513', '1b97ce50-734b-502c-9700-913d36f6f7e4', '2319c0c0-61ea-5d53-855b-c31fc77a3b68', 'c7a0ed8d-66f3-520f-9f5a-2e6b3fafd23a', 'ce22eaf8-e03b-57e7-8e21-1b04c9b2b76a', '03b22bac-b72d-5b1c-8149-acbbbf551aee', '1299cdaa-3245-5f90-b550-ba70985c9446', 'b18a2aa4-edb9-51f0-8fdf-447d3da665af', '6eb6d18a-a3be-550c-b3f3-cca0050d60c7', '9cc06611-c2a5-5a92-b1ac-813724dcbd96', '7cfa8558-c2a3-54a4-aa12-84ed8038d3ba', 'ba3094e4-7393-5c6e-baa6-0e10c2fb3b54', '8f3b522b-b42f-5a58-8dbd-9db975307c42', 'dd848254-cbff-579f-b43d-e2e45f381f27', 'd1a77ef8-a78b-5af1-9b0c-5afa8ead931e', '3d8329d1-c156-5a7d-aec1-dfb782067744', '67d11311-15ad-5e14-9e31-da790f5ea69b', 'b632ec2e-d1da-5c87-846b-0217c760443d', '6b1c24a7-057a-5133-bfb7-59943b16534f', '52be2fb2-67da-53d5-b015-611b23dade62', '94ebba36-92c0-5ea0-81ee-91b7a67dc27b', '7a21661d-609e-5a52-b155-fd8e70474d79']",0.0,0.0,0.0,0.0,0.0,0.0,26.25366603024304,5.96062489785254,32.21437497995794
q005,How should you budget the context window when building prompts for RAG?,['rag_context_window_budgeting_strategies.md#0'],"['bad161c7-b408-5643-877c-394502b0da3a', '794a13df-9088-5d74-abdf-b654b762c76d', '387428ec-b388-5546-8117-44bcc5dcff01', 'de366180-6a6f-5510-a4bb-1b228163c1c4', '2aee4ce6-d1b9-5cd6-84bc-939328d0d35d', 'b9d6f43c-27ae-5787-b3be-9e46bc5a7001', 'ecc13975-c0c9-54d3-99c0-3be55a0a30f2', '5632af18-9619-5e0c-81a0-4d49c1227567', 'e3308d61-e695-526f-b5a2-a4affd447bc5', 'abbc4623-08e4-5a52-b3dc-3aba7cf15dd8', '883dd678-b2cf-5e7d-b86e-6b31fcd2623a', '598eb801-04d6-5a0d-802b-5eb9914f1c35', '217917a0-792d-543c-8373-c57c958cc041', '61bbac80-85ea-5ca4-8fc4-d2f776efdce3', 'a877b4c5-bf6e-5963-9980-73280aefbe42', '7c2dba9b-4cde-5fbe-b5cc-fd3ded035af0', '1f55e5ec-ac8f-5034-81e5-b3ae185bf478', '11ddc15c-9130-5367-981a-2ed9cda9d112', 'bdc3afcb-f8a4-53a3-9e46-c958cd0f5b3e', '9c5c18da-7245-53b0-88e1-aaf7ff7bf511', '7c8d9d29-3610-5430-a5d6-e8dbf23d691d', 'addd0a22-32b9-5ad3-b8a1-f858281c78b6', '712c2c72-2974-54f3-b3a4-a84ed6d3bb68', 'd03ab364-6407-5e48-a4c3-f7ed233e45e6', '25e4af50-ef1c-5a70-b3ed-6a9d2dc43dd3', '4d187dd4-8f9a-5da9-919e-de34866109f4', '8ac0d64e-dfd3-5bb3-89e7-773276869318', 'b852f0f4-e9be-561d-a424-6522d9376bc2', '328f23c5-2250-5d9e-9d95-9ee95e6f5f8d', 'ccc171ac-03b8-5240-bcad-0c8998a7485e']",0.0,0.0,0.0,0.0,0.0,0.0,26.98208298534155,5.829417146742344,32.81158418394625
q006,What is a standard evaluation protocol for RAG experiments?,['rag_evaluation_overview_metrics_and_protocols.md#0'],"['328f23c5-2250-5d9e-9d95-9ee95e6f5f8d', 'f601f1ee-8592-57fa-afcf-5f1715702b00', '316d7fc3-9e0f-5dde-ae61-42c25f236fcd', '3b28b39b-de3d-5ead-981b-359de8fc8a56', '76285fed-9643-505f-a48f-e6e446834706', '7eeba0c4-3bc1-58ad-9935-01b54a3c2abb', '5c75d107-eef8-59bb-8356-a33be77af15d', 'b7e180ea-2032-5d34-a95e-9b4e4ea2d26f', '0ddd435a-0d6a-5783-9cec-ecc39e5cca1e', '690e99fa-a174-5227-9021-8bf4485b0644', 'e8fabe6a-2898-588e-8dac-1445b23d6a39', '295d692e-6156-5d00-93b5-3b57cb559604', '47814124-4fec-5700-9346-ed9ef1628fc5', 'd496e744-9937-5c24-8ff7-1d08962dee99', '364e7579-0fbb-540b-9697-6f78396a27e4', '7abcb6f2-2dfd-58ca-bc7c-840daedbf801', '3a265066-56a7-56ff-a257-74b5e4d23a00', '4ee7d4e5-dbb7-57ec-a4af-bd1bacff1990', '89b37725-33e5-5cd9-83b3-4611c658726d', '0094364d-3c3f-5643-8b15-dc72cc707697', 'bf9a91a0-c98c-5a19-a142-8a97a5ccfb6e', 'b5fddc5b-b4da-5bed-841a-b2106e69b0bc', 'c7abb371-5370-521f-b827-d3ddab66ffe4', 'e842afe7-cdd5-5dc5-809c-569db461e35e', '513db0fa-2e3a-5ded-b3a9-e4fe39e03b0d', 'e494874d-2a1b-56d1-8b57-689c5c4e58d9', '003541f9-99b8-555d-ad11-027b80efb8ce', '412ce2b3-576c-5760-a249-76bb256f8f21', '110bfed1-9cc5-5397-be73-04c7f24529b7', 'f880ee29-6af5-5ec5-9acf-b4e7b2cd12f6']",0.0,0.0,0.0,0.0,0.0,0.0,28.189250035211444,6.074333097785711,34.26362504251301
q007,What is Recall@k in information retrieval and how is it interpreted?,['retrieval_recall_at_k_mrr_ndcg_explained.md#0'],"['62c304ad-97e6-5524-9db3-03c8f29f71d6', 'd01ca938-5f9e-5db0-aabe-405bee0c0b88', '7b889124-1cea-5af3-8204-439657414cbc', 'd83f548b-9c66-550f-9db6-7f657c3fc02d', '3c916fdb-3def-58ff-af09-88dffd445f47', 'd8798ff7-2e07-5fb8-9f74-2c96a8b212e9', 'a2f6e96d-01fd-5453-ab1b-9513b63c5f64', '7ffd23fa-6fd8-5148-a2d3-3db85a61dfe5', '41981473-d2d9-54bf-8387-e7a522c78621', '2abf17b2-ae69-58cb-ab7c-3e85ba84712b', 'ac268e1c-06d7-56a2-9eff-d947852790e7', '3ce0e54f-bcdc-5335-8bce-e1cea4f78266', '7fdbbf5f-b5a4-5db4-a176-d1eeda25bbdc', '49f23dde-8134-5802-bccd-9c783b3787df', '0de39897-04e8-5455-88b7-a8bac861acce', 'bf30696f-5220-53f8-af64-0002a3c5e177', '82b0e3a9-1e59-5a22-80fe-f8200ac727bb', '6fa13a4c-2d11-54ad-bdca-27ece23a2f2a', '95114e02-6124-51ce-bd91-6e210486a936', '8e0d47e5-aa6a-59df-ac35-bc9e1d107421', '89ec397a-b060-5f93-87ba-1d4352081ae7', '9c8950bc-bd0e-5bc2-9bd1-fa0d3638cfb4', 'c01f3bf6-e353-5f3e-8f3f-55daac11b938', '44f2fe97-db2a-591a-b838-a99b4a5491f7', '5bacceb3-db73-5e96-a5dd-87ea512936f4', 'e3ed0058-7942-5aa4-86d5-b838fe5481aa', '908ec5d3-bffd-595e-89bc-b51ee375c814', '408aebc4-aa31-5de9-b8f2-5136bc463451', '86c9ec39-6ddc-51ec-b532-e0b970eab9b2', '5b8c304b-2700-5df1-9a96-0e751248e875']",0.0,0.0,0.0,0.0,0.0,0.0,8.626583032310009,5.547374952584505,14.174083014950156
q008,What is Mean Reciprocal Rank (MRR) and what does it measure?,['retrieval_recall_at_k_mrr_ndcg_explained.md#0'],"['c738b9af-0c90-528f-91e3-aeb7b2e6d660', '82148558-c4bd-5143-998c-51bd46d35cc0', 'f076e176-dc8a-521a-9a9d-1a9233469191', '71120510-8c9a-5469-8c47-85be4ae93685', '2cb0252c-bdaf-5fa0-a414-f3575cc13c5e', 'cfce65d1-1324-59d6-8790-ec301d4aa4f6', 'a59c0b34-5943-57ed-ba2f-de8cdfa6b562', '1877a77a-85ca-52b4-93f0-8eab73f8a546', 'edea6635-6006-5ee3-8841-e84d98ac9508', 'e815325e-31d2-58d9-bd61-ca7b95cd3ba9', 'b1428ae9-88e2-50ca-9636-f922ee6ec39b', '5e2dd143-bf3e-596e-861f-bdd7feda53c9', 'c99d118b-442f-5c0b-b0b6-eff6cf76708c', 'dc878a61-cdba-5dcf-bd17-43a76dffff5c', '0db37890-71d8-5895-8e96-e99e2514578c', 'd1ddbf37-92dd-5471-8758-b4299bbaaf11', '0aa72f7e-74f7-51d2-ae90-9bbc227d2535', '1f173ab7-d57c-5adc-9d41-75ca03a36ee9', '7241da5e-ab5d-58da-b72c-3847a99805c0', 'ceddf0bb-0aeb-5226-a01c-d325d1a4144d', '185376ca-a746-518e-88b1-c6e0b7e9099e', 'b559cf55-3659-5b27-8c56-1f292e43808f', '2dc5e398-40d6-5d23-ae74-5d7d8ca8859f', 'f3bbea18-e632-58d6-a1f8-8914eeaf431b', 'ea0321da-f0ad-552f-b667-dd8528cd1404', '7833cdb7-5995-584b-af72-c73bdcc28bc8', '3efd4e76-e8fd-5e0a-a45e-458c17e8879d', '5de1c3e1-faca-5694-acbc-fc6b72a0c16a', '59e6e342-b558-52d1-9d60-ad7042d062fb', '2a970714-2006-50fa-9ada-8149287f073c']",0.0,0.0,0.0,0.0,0.0,0.0,28.208459028974175,10.832707863301039,39.0412078704685
q009,What is nDCG and when is it more informative than Recall@k?,['retrieval_recall_at_k_mrr_ndcg_explained.md#0'],"['9aae26e9-ea5d-506c-9d54-f760579c3473', '7255c1f1-dcc6-5242-85b6-f8b849487f81', 'f1b9f0bd-ddb6-5012-a258-a34e3b508714', '9c1c4edb-c650-50bc-9c6d-373ad605b82f', '0381efb2-1e90-5e5c-b34e-83f03ae9b8e8', 'fb02f0c4-75c3-5f57-8d9e-bcb13e69b550', '8c65c0a1-f428-5184-a6ca-28fda8af9e84', 'eec15d36-6cef-5c01-83e5-15afdeeb4ed4', '576681a9-3886-5af2-9a0f-9df1c92a7420', 'e0be9d6d-dcc8-520a-8196-a35b5fde24a5', '48463db1-f18e-5a5b-9f34-8aa645604a36', 'e04effb6-f84c-507f-adf8-4e6cfc849caf', 'b7a709c5-93db-5958-8aae-24bd66272c12', '76454f6e-2816-5860-a241-1d492dd25e74', '8bb93ea5-4d6b-5d66-889e-ad3f9f8341c2', '39ff4564-7f67-5a2e-a986-dcdf07b2807a', 'c17523e7-1e47-593d-b6b0-27e4adf23d56', '8565382f-7e58-5a65-b416-38a9dbf89163', '9b0abdeb-d51f-527e-93a1-bac1ee3de7e2', 'da628a10-1a12-5ccf-9b3c-e969dda87fcf', 'd360d159-0a68-5f92-8b2e-2ed87998cf72', '759a2ac7-1c21-5922-a321-7a7fe41670dc', '1ed1f302-4988-58b2-bf9e-cb411477d2b7', '37c34178-c138-5901-9ebc-1afdb0e281af', '13ccc6fa-bd31-58e8-b1d1-f3bc73cd6840', 'c0e7ef62-7b3a-5280-8ad7-47e495abfd62', 'cedc85a4-a2a5-5fb5-9b00-f7bceee90563', 'f7953b17-d2f5-5275-99d5-97c10b9c79f4', '59c12bd8-7a9b-536d-b6ca-5a9c473cce4f', 'bd53cf1b-09ae-5305-9b81-6d883fa4dc04']",0.0,0.0,0.0,0.0,0.0,0.0,26.443749899044633,5.306833190843463,31.750667141750455
q010,What is hybrid search and why combine vector search with BM25?,['retrieval_hybrid_search_vector_plus_bm25.md#0'],"['836df65a-e30d-5b9c-b13d-624124c21d63', 'af316a8c-bae2-5b05-8653-8fd9110b55f4', '915a0d08-00c6-5ac8-a504-6e6f2ab44bff', '554372e8-8813-59de-bdfb-8fd822ff3546', '4fb1b6ab-d3ca-5c90-baf1-a88191757a07', '976df224-06cc-57a8-9eda-c60f1f97b865', 'b4998ef9-0e35-5aec-a60c-9d0a913e0f13', '1037153b-b439-5e86-9534-4ce6123b93db', 'e7cbac9d-42d9-56b6-867c-a07844d7b79f', '3731ce66-0145-5d85-adcf-9f0c55f7e1e4', '72bb46e3-ec9a-52e3-884b-f98014dc3f75', 'c9a62b1e-2c8c-53c6-890e-5b88a38ef176', '300200e7-4665-5979-931a-9751906f0272', 'b0c9c1bd-e6b1-5eae-b885-50be2fbc1109', 'ad9e9d0e-e784-594c-9310-706216ab3952', '3aea3ff0-b048-5130-8708-6637dabad769', 'c498750f-67a7-5c1b-8d18-823d339b2ff8', '85c79470-93ef-57ec-b4f0-227f71506b88', 'cdab3add-8b7c-5cd3-8cb4-f0ca3e018a85', '78367c4a-22d4-5c5f-b866-33026a2aea1b', '46bbcde0-df65-512b-9d62-a2b1b48ad131', 'c73cfde1-5735-5b2d-8856-66fae9444672', '2397a4e3-00e3-5fa9-b580-7dfcb1978eb1', '0b251af3-0aad-567e-9697-106a5f1b7f05', 'bebf9bcb-4758-52bf-8b99-cc008563f58e', '8831411b-8a6a-52eb-95b0-c0b250e98b66', 'f2b10ed4-e82e-5dd4-8f9c-e208c0a90c5f', '6e746b90-d855-5f38-b58a-7b6e71de4331', 'ebc64afd-e0bc-590c-9ecd-6271e3abb6b3', 'a8644402-c0d9-5fcd-9226-be025f8a9492']",0.0,0.0,0.0,0.0,0.0,0.0,8.250457933172584,5.945125129073858,14.195665949955583
